region,comuna,titulo,fecha,bajada,link,medio,label,score
Arica y Parinacota,Arica,Pueblos de Chile y Perú afectados por conflictos socioambientales fortalecen frente común contra la minería,2013-09-26,"Mientras los gobiernos de Perú y Chile concentran esfuerzos en sus divergencias ante el juicio en La Haya, los pueblos bifronterizos se unen",https://www.elmorrocotudo.cl/noticia/sociedad/pueblos-de-chile-y-peru-afectados-por-conflictos-socioambientales-fortalecen-frente,elmorrocotudo.cl,conflicto minero,0.576120138168335
Arica y Parinacota,Arica,La historia de las comunidades indígenas Aymaras que le ganaron a la minería en su cerro sagrado,2022-01-18,"A 20 metros de la Reserva Nacional Las Vicuñas, una minera canadiense explora, desde 2017, el cerro Anocarire en busca de oro.hace 34 meses",https://es.mongabay.com/2022/01/comunidades-indigenas-aymaras-que-le-ganaron-a-la-mineria-en-chile/,Mongabay - Conservation News,conflicto minero,0.7437680959701538
Arica y Parinacota,Arica,Justicia acoge denuncia por contaminación del agua con metales pesados,2013-07-04,El Segundo Tribunal Ambiental declaró admisible una denuncia presentada por organizaciones de la región de Arica y Parinacota por,https://www.elamaule.cl/noticia/sociedad/justicia-acoge-denuncia-por-contaminacion-del-agua-con-metales-pesados,www.elamaule.cl,conflicto minero,0.4221802353858948
Arica y Parinacota,Camarones,"La estela del gobierno de Piñera, conflictos de interés y financiamiento al proyecto minero Pampa Camarones",2022-11-19,"El miércoles 16 de noviembre, la revista CIPER publicó una investigación sobre la participación de la familia Piñera en el proyecto minero",https://www.laizquierdadiario.cl/La-estela-del-gobierno-de-Pinera-conflictos-de-interes-y-financiamiento-al-proyecto-minero-Pampa,La Izquierda Diario Chile,conflicto minero,0.7939644455909729
Arica y Parinacota,Camarones,SMA sanciona a minera Pampa Camarones por daño ambiental irreparable,2015-02-04,"La Superintendencia del Medio Ambiente (SMA) aplicó una multa de 4.313,3 UTA en contra del proyecto minero ubicado en la Región de Arica y",https://portal.sma.gob.cl/index.php/sma-sanciona-a-minera-pampa-camarones-por-dano-ambiental-irreparable/,Superintendencia Del Medio Ambiente – Gobierno de Chile,conflicto minero,0.9585918188095092
Arica y Parinacota,Camarones,Minera de LarrainVial suma multas ambientales morosas por más de $2.500 millones,2019-07-24,"El proyecto Pampa Camarones SpA, propiedad de Minería Activa -una empresa de LarrainVial- está a la cabeza del ránking de multas impagas en",https://interferencia.cl/articulos/minera-de-larrainvial-suma-multas-ambientales-morosas-por-mas-de-2500-millones,Interferencia |,conflicto minero,0.8315406441688538
Arica y Parinacota,Camarones,Derrumbe en mina Pampa Camarones deja a trabajador atrapado a 160 metros de profundidad,2024-07-09,"Durante esta jornada, el seremi de Minería de Arica y Parinacota, Daniel Curiqueo, confirmó que se trabaja intensamente en el",https://www.biobiochile.cl/noticias/nacional/region-de-arica-y-parinacota/2024/07/09/derrumbe-en-mina-de-arica-deja-a-trabajador-atrapado-a-160-metros-de-profundidad-gope-intenta-rescate.shtml,BioBioChile,conflicto minero,0.8557766079902649
Arica y Parinacota,Camarones,Escasez hídrica y minería: Comunidades indígenas manifestaron preocupación por causes de las cuencas de Codpa y Camarones,2023-01-17,"En el trascurso de los últimos 10 años, las comunidades del alto de Camarones se han visto afectadas por el impulso de la minería.hace 22 meses",https://www.elmorrocotudo.cl/noticia/medioambiente/comunidades-indigenas-manifestaron-preocupacion-por-causes-de-las-cuencas-de-c,elmorrocotudo.cl,conflicto minero,0.8378492593765259
Arica y Parinacota,Camarones,#EnCorto: Comunidades aymaras de Chile frenan a la minería en el cerro Anocarire,2023-03-21,"Desde 2017, una minera canadiense explora territorios cercanos a la Reserva Nacional Las Vicuñas, en donde se encuentran áreas sagradas para",https://es.mongabay.com/2023/02/en-corto-comunidades-aymaras-frenan-a-la-mineria-en-anocarire/,Mongabay - Conservation News,conflicto minero,0.7178696990013123
Arica y Parinacota,Camarones,Pueblos de Chile y Perú afectados por conflictos socioambientales fortalecen frente común contra la minería,2013-09-26,"Mientras los gobiernos de Perú y Chile concentran esfuerzos en sus divergencias ante el juicio en La Haya, los pueblos bifronterizos se unen",https://www.elmorrocotudo.cl/noticia/sociedad/pueblos-de-chile-y-peru-afectados-por-conflictos-socioambientales-fortalecen-frente,elmorrocotudo.cl,conflicto minero,0.576120138168335
Arica y Parinacota,General Lagos,#EnCorto: Comunidades aymaras de Chile frenan a la minería en el cerro Anocarire,2023-03-21,"Desde 2017, una minera canadiense explora territorios cercanos a la Reserva Nacional Las Vicuñas, en donde se encuentran áreas sagradas para",https://es.mongabay.com/2023/02/en-corto-comunidades-aymaras-frenan-a-la-mineria-en-anocarire/,Mongabay - Conservation News,conflicto minero,0.7178696990013123
Arica y Parinacota,General Lagos,Escasez hídrica y minería: Comunidades indígenas manifestaron preocupación por causes de las cuencas de Codpa y Camarones,2023-01-17,"En el trascurso de los últimos 10 años, las comunidades del alto de Camarones se han visto afectadas por el impulso de la minería.hace 22 meses",https://www.elmorrocotudo.cl/noticia/medioambiente/comunidades-indigenas-manifestaron-preocupacion-por-causes-de-las-cuencas-de-c,elmorrocotudo.cl,conflicto minero,0.8378492593765259
Arica y Parinacota,General Lagos,La historia de las comunidades indígenas Aymaras que le ganaron a la minería en su cerro sagrado,2022-01-18,"A 20 metros de la Reserva Nacional Las Vicuñas, una minera canadiense explora, desde 2017, el cerro Anocarire en busca de oro.hace 34 meses",https://es.mongabay.com/2022/01/comunidades-indigenas-aymaras-que-le-ganaron-a-la-mineria-en-chile/,Mongabay - Conservation News,conflicto minero,0.7437680959701538
Arica y Parinacota,Putre,Consejo de Defensa del Estado presenta demanda contra minera Quiborax por daño ambiental al Salar de Surire,2024-07-03,"La medida del CDE busca que la empresa repare el ""grave daño ambiental provocado al salar"".hace 4 meses",https://www.latercera.com/pulso/noticia/consejo-de-defensa-del-estado-presenta-demanda-contra-minera-quiborax-por-dano-ambiental-al-salar-de-surire/V35ALWQSABF35CFAIWMMX75WTI/,La Tercera,conflicto minero,0.6887496113777161
Arica y Parinacota,Putre,Choquelimpie: la minera en Chile que busca reactivarse en plena Reserva Nacional Las Vicuñas,2022-01-18,Ya fueron tomadas 10 mil muestras de perforaciones en la propiedad de la canadiense Norsemont Mining para identificar las zonas,https://es.mongabay.com/2022/01/choquelimpie-la-minera-en-chile-que-busca-reactivarse/,Mongabay - Conservation News,conflicto minero,0.9213199615478516
Arica y Parinacota,Putre,Crisis en Socoroma tras derrame de combustible a río,2024-04-10,"La Comisión de Seguridad, Prevención y Desastres del Consejo Regional sesionó en Socoroma para buscar la manera de enfrentar la emergencia",https://www.aricaldia.cl/crisis-en-socoroma-tras-derrame-de-combustible-a-rio/,Arica al día,conflicto minero,0.5190198421478271
Tarapacá,Alto Hospicio,"""Hemos transformado nuestra ciudad en el basurero del mundo"": el inmenso cementerio de ropa usada en el desierto de Atacama en Chile",2022-01-26,"En noviembre, imágenes de estos basureros clandestinos de ropa usada dieron la vuelta al mundo. La BBC viajó hasta allá para averiguar en",https://www.bbc.com/mundo/noticias-america-latina-60024852,BBC,conflicto minero,0.6665492057800293
Tarapacá,Pozo Almonte,SMA formula cargo grave contra Minera Cosayach Yodo por elusión al SEIA en proyecto de ampliación de planta química de faena Soledad,2024-09-06,"El titular modificó sustantivamente la extensión, magnitud y duración de los impactos ambientales del proyecto, al relocalizar sus",https://portal.sma.gob.cl/index.php/sma-formula-cargo-grave-contra-minera-cosayach-yodo-por-elusion-al-seia-en-proyecto-de-ampliacion-de-planta-quimica-de-faena-soledad/,Superintendencia Del Medio Ambiente – Gobierno de Chile,conflicto minero,0.7339193820953369
Tarapacá,Pozo Almonte,Alcalde de Pozo Almonte presiona al SEA para aprobar proyecto minero al que empresa de su hermana presta servicios,2023-12-22,"A través de una carta, el alcalde Godoy pidió a la directora del SEA aprobar la ampliación de Cosayach, minera de Francisco Javier Errázuriz",https://interferencia.cl/articulos/alcalde-de-pozo-almonte-presiona-al-sea-para-aprobar-proyecto-minero-al-que-empresa-de-su,Interferencia |,conflicto minero,0.5049591064453125
Tarapacá,Pozo Almonte,Minera de Fra Fra se instaló en terreno fiscal tras ser expulsada de predio privado que explotó por 28 años,2024-03-25,"En 2022, la justicia ordenó a Francisco Javier Errázuriz Ovalle que se retirara del terreno privado de otra minera en Pozo Almonte,",https://interferencia.cl/articulos/minera-de-fra-fra-se-instalo-en-terreno-fiscal-tras-ser-expulsada-de-predio-privado-que,Interferencia |,conflicto minero,0.7791014313697815
Tarapacá,Pozo Almonte,Mina Cerro Colorado de BHP cierra este 2023 mientras sigue buscando solución al problema acuífero,2023-02-09,"Compartir. A la faena minera se le vence el permiso de explotación minera, a lo que se suma que no consiguió la autorización para extraer",https://www.reporteminero.cl/noticia/noticias/2023/02/cerro-colorado-bhp-cierra-2023-buscando-solucion-problema-acuifero,Reporte Minero,conflicto minero,0.493109256029129
Antofagasta,Antofagasta,Humedal en riesgo y contratos dudosos: Las claves para entender el conflicto de las ramadas en Antofagasta a un mes de Fiestas Patrias,2024-08-20,"Por qué el alcalde Jonathan Velásquez insiste en la instalación de ramadas cerca del Humedal Aguada La Chimba, beneficiando a dos",https://www.diarioantofagasta.cl/regional/antofagasta/196487/humedal-en-riesgo-y-contratos-dudosos-las-claves-para-entender-el-conflicto-de-las-ramadas-en-antofagasta-a-un-mes-de-fiestas-patrias/,El Diario de Antofagasta,conflicto minero,0.5499867796897888
Antofagasta,Antofagasta,El enemigo silencioso de Antofagasta,2014-09-29,"La exposición a los tóxicos ambientales puede ser aguda o crónica y ocurrir en períodos especiales de la vida, como el embrionario o fetal",https://www.savalnet.cl/mundo-medico/reportajes/el-enemigo-silencioso-de-antofagasta.html,SAVALnet,conflicto minero,0.5683790445327759
Antofagasta,Antofagasta,Estudio sobre impactos de la minería y la variabilidad climática en bofedales,2023-04-19,Estudio sobre bofedales de Antofagasta arroja primeras luces sobre los impactos de la minería y la variabilidad climática.hace 19 meses,https://www.paiscircular.cl/agua/estudio-sobre-bofedales-de-antofagasta-da-primeras-luces-sobre-los-impactos-de-la-mineria-y-la-variabilidad-climatica-en-estos-ecosistemas/,País Circular,conflicto minero,0.4915713369846344
Antofagasta,Antofagasta,El desastre de Antofagasta Minerals,2020-05-19,"Antofagasta Minerals, es una de las diez empresas mineras de extracción de cobre más grande en el mundo, que cotiza sus acciones en el Reino",https://radio.uchile.cl/2020/05/19/el-desastre-de-antofagasta-minerals/,Radio Universidad de Chile,conflicto minero,0.9333149790763856
Antofagasta,Antofagasta,SEA inicia sumario por filtraciones tras remoción del director de Antofagasta por millonario proyecto de Colbún,2024-10-28,Siguen los problemas en el Servicio de Evaluación Ambiental (SEA). La directora regional en Biobío citó al abogado Simón Sánchez para,https://www.latercera.com/pulso-pm/noticia/sea-inicia-sumario-por-filtraciones-tras-remocion-del-director-de-antofagasta-por-millonario-proyecto-de-colbun/OPNU3DZLKZC6PKVJMSIABSGLOI/,La Tercera,conflicto minero,0.3649596571922302
Antofagasta,Antofagasta,Alza alarmante: Explosivo aumento del 50% en casos de cáncer en Región de Antofagasta estaría vinculado a efectos de la minería,2024-04-02,Varios alertas durante este primer trimestre del 2024 han dado cuenta del enorme aumento de casos de cáncer en diferentes zonas de la Región,https://www.elciudadano.com/actualidad/alza-alarmante-explosivo-aumento-del-50-en-casos-de-cancer-en-region-de-antofagasta-estaria-vinculado-a-efectos-de-la-mineria/04/02/,elciudadano.com,conflicto minero,0.5184956789016724
Antofagasta,Antofagasta,Minera Lomas Bayas enfrenta cargos por la disminución de ejemplares de la Ranita del Loa en Antofagasta,2022-05-24,"La Dirección General de Aguas (DGA) presentó una denuncia a la Superintendencia del Medio Ambiente (SMA) en contra de la minera Lomas Bayas,",https://radiojgm.uchile.cl/minera-lomas-bayas-enfrenta-cargos-por-la-disminucion-de-ejemplares-de-la-ranita-del-loa-en-antofagasta/,Radio JGM,conflicto minero,0.86114102602005
Antofagasta,Antofagasta,Se aprueba el proyecto minero Comahue: por un movimiento medioambiental independiente del Gobierno,2023-04-21,"La consecuencia de un gobierno entre su discurso y su práctica es una de las mediciones que consideran a la hora de medir sus fortalezas,",https://www.laizquierdadiario.cl/Se-aprueba-el-proyecto-minero-Comahue-por-un-movimiento-medioambiental-independiente-del-Gobierno,La Izquierda Diario Chile,conflicto minero,0.5587012767791748
Antofagasta,Antofagasta,"La silenciosa devastación de los cactus en Antofagasta: denuncias, casos sin resolver y una costosa deuda ambiental",2020-09-24,"Si bien los cactus son de crítica relevancia para ecosistemas como el desierto de Atacama, están bajo constante amenaza.hace 49 meses",https://laderasur.com/articulo/la-silenciosa-devastacion-de-los-cactus-en-antofagasta-denuncias-casos-sin-resolver-y-una-costosa-deuda-ambiental/,Ladera Sur,conflicto minero,0.7377139329910278
Antofagasta,Antofagasta,Problemas medioambientales que han provocado empresas mineras en Chile,2019-10-18,"En pleno contexto de debate medioambiental, a nivel internacional y nacional, hacemos una recopilación de algunos casos emblemáticos de",https://www.laizquierdadiario.cl/NO-SUBIR-Problemas-medioambientales-que-han-provocado-empresas-mineras-en-Chile,La Izquierda Diario Chile,conflicto minero,0.8981473445892334
Antofagasta,Antofagasta,"""Deje de mentir alcalde"": Dura polémica por nueva quema ilegal de basura y nube tóxica en ex vertedero de Antofagasta",2023-11-21,La problemática ambiental en el sector norte de Antofagasta persiste a pesar de que la justicia ordenó al municipio resolver la situación y,https://www.diarioantofagasta.cl/regional/antofagasta/186038/deje-de-mentir-alcalde-dura-polemica-por-nueva-quema-ilegal-de-basura-y-nube-toxica-en-ex-vertedero-de-antofagasta/,El Diario de Antofagasta,conflicto minero,0.5971978306770325
Antofagasta,Antofagasta,"La sal de la tierra, Antofagasta de la Sierra y el saqueo de litio",2021-11-18,"El litio es un mineral imprescindible para los autos eléctricos. Está asociado a la llamada “transición energética”, una falsa solución",https://agenciatierraviva.com.ar/la-sal-de-la-tierra-antofagasta-de-la-sierra-y-el-saqueo-de-litio/,Agencia de Noticias Tierra Viva,conflicto minero,0.80118328332901
Antofagasta,Antofagasta,La extracción del litio provoca desastre ambiental en Antofagasta de la Sierra,2021-11-18,"El Presidente de la Nación acaba de brindar un discurso lleno de hipocresía y falto de argumentos veraces. En efecto, en",https://www.elpucara.com/opinion/la-extraccion-del-litio-provoca-desastre-ambiental-en-antofagasta-de-la-sierra.htm,El Pucara,conflicto minero,0.940462052822113
Antofagasta,Calama,Alza alarmante: Explosivo aumento del 50% en casos de cáncer en Región de Antofagasta estaría vinculado a efectos de la minería,2024-04-02,Varios alertas durante este primer trimestre del 2024 han dado cuenta del enorme aumento de casos de cáncer en diferentes zonas de la Región,https://www.elciudadano.com/actualidad/alza-alarmante-explosivo-aumento-del-50-en-casos-de-cancer-en-region-de-antofagasta-estaria-vinculado-a-efectos-de-la-mineria/04/02/,elciudadano.com,conflicto minero,0.5184956789016724
Antofagasta,Calama,Humedal en riesgo y contratos dudosos: Las claves para entender el conflicto de las ramadas en Antofagasta a un mes de Fiestas Patrias,2024-08-20,"Por qué el alcalde Jonathan Velásquez insiste en la instalación de ramadas cerca del Humedal Aguada La Chimba, beneficiando a dos",https://www.diarioantofagasta.cl/regional/antofagasta/196487/humedal-en-riesgo-y-contratos-dudosos-las-claves-para-entender-el-conflicto-de-las-ramadas-en-antofagasta-a-un-mes-de-fiestas-patrias/,El Diario de Antofagasta,conflicto minero,0.5499867796897888
Antofagasta,Calama,Fuerte contaminación ambiental sufre Calama por las minas DMH y Chuqui,2023-05-02,"Calama, 2 mayo 2023.- 09:42 am Fotos: José Castillo - El América.cl Existe un informe ambiental que califica a Calama como zona saturada por",https://elamerica.cl/2023/05/02/fuerte-contaminacion-ambiental-sufre-calama-por-las-minas-dmh-y-chuqui/,Diario El America,conflicto minero,0.9145525693893432
Antofagasta,Calama,"Consejo Regional Calama del Colegio Médico de Chile ante propuesta del Plan de Descontaminación: ""Es una zona minera de sacrificio, una ciudad postergada""",2022-02-18,"A través de una declaración, el Consejo Regional Calama del Colegio Médico de Chile se refirió a la necesidad del Plan de Descontaminación",https://www.diarioantofagasta.cl/regional/antofagasta/156015/consejo-regional-calama-del-colegio-medico-de-chile-ante-propuesta-del-plan-de-descontaminacion-es-una-zona-minera-de-sacrificio-una-ciudad-postergada/,El Diario de Antofagasta,conflicto minero,0.8146542906761169
Antofagasta,Calama,"""Deje de mentir alcalde"": Dura polémica por nueva quema ilegal de basura y nube tóxica en ex vertedero de Antofagasta",2023-11-21,La problemática ambiental en el sector norte de Antofagasta persiste a pesar de que la justicia ordenó al municipio resolver la situación y,https://www.diarioantofagasta.cl/regional/antofagasta/186038/deje-de-mentir-alcalde-dura-polemica-por-nueva-quema-ilegal-de-basura-y-nube-toxica-en-ex-vertedero-de-antofagasta/,El Diario de Antofagasta,conflicto minero,0.5971978306770325
Antofagasta,Calama,Minera Lomas Bayas enfrenta cargos por la disminución de ejemplares de la Ranita del Loa en Antofagasta,2022-05-24,"La Dirección General de Aguas (DGA) presentó una denuncia a la Superintendencia del Medio Ambiente (SMA) en contra de la minera Lomas Bayas,",https://radiojgm.uchile.cl/minera-lomas-bayas-enfrenta-cargos-por-la-disminucion-de-ejemplares-de-la-ranita-del-loa-en-antofagasta/,Radio JGM,conflicto minero,0.86114102602005
Antofagasta,Calama,"En Calama y Antofagasta los niños celebrarán ""Jugando a ser Mineros""",2015-08-15,"Chile. La fiesta comunitaria en Calama el sábado 22 de agosto, tendrá lugar en el Parque El Loa, mientras que el sábado 29 del mismo mes",http://www.portalminero.com/pages/viewpage.action%3FpageId%3D99722684,Portal Minero,conflicto minero,0.8929610848426819
Antofagasta,Calama,Corte condena a minera Spence por la vulneración de derechos de sus trabajadores,2017-12-16,Chile. La Corte de Apelaciones de Antofagasta emitió la sanción condenatoria en contra de empresa controlada por BHP.hace 83 meses,http://www.portalminero.com/pages/viewpage.action%3FpageId%3D148669754,Portal Minero,conflicto minero,0.9559336304664612
Antofagasta,María Elena,MOP despejó derrumbes por sismo: sin problemas rutas de la Región de Antofagasta,2024-07-21,"La autoridad regional (s) precisó que aunque en el Puente Quillagua no se registran daños por el movimiento telúrico, se decidió habilitar",https://www.soychile.cl/antofagasta/sociedad/2024/07/19/869228/rutas-terremoto-antofagasta.html,SoyChile.cl,conflicto minero,0.4973941445350647
Antofagasta,Mejillones,"Mejillones sufre otro desastre ambiental: derrame de seis toneladas de carbón que iba a la empresa Aes Gener, agrava el drama de la “zona de sacrificio”",2020-02-20,"El vertimiento de carbón, material que es utilizado como combustible para la generación de electricidad en las plantas termoeléctricas que",https://www.elmostrador.cl/noticias/pais/2020/02/20/mejillones-sufre-otro-desastre-ambiental-derrame-de-seis-toneladas-de-carbon-agrava-el-drama-de-la-zona-de-sacrificio/,El Mostrador,conflicto minero,0.8751852512359619
Antofagasta,Mejillones,Derrame de carbón: Mejillones se resiste a ser el nuevo Quintero,2020-02-20,"Según la dirigenta de la organización Mejiambiente, María Brevis, no existe actualmente una norma secundaria de aguas saladas que se haga",https://radio.uchile.cl/2020/02/20/derrame-de-carbon-mejillones-se-resiste-a-ser-el-nuevo-quintero/,Radio Universidad de Chile,conflicto minero,0.9222915172576904
Antofagasta,Mejillones,Humedal en riesgo y contratos dudosos: Las claves para entender el conflicto de las ramadas en Antofagasta a un mes de Fiestas Patrias,2024-08-20,"Por qué el alcalde Jonathan Velásquez insiste en la instalación de ramadas cerca del Humedal Aguada La Chimba, beneficiando a dos",https://www.diarioantofagasta.cl/regional/antofagasta/196487/humedal-en-riesgo-y-contratos-dudosos-las-claves-para-entender-el-conflicto-de-las-ramadas-en-antofagasta-a-un-mes-de-fiestas-patrias/,El Diario de Antofagasta,conflicto minero,0.5499867796897888
Antofagasta,Mejillones,"Proyecto Marimaca, Coro Mining anuncia la presentación de la Declaración de Impacto Ambiental para su primera etapa",2018-02-15,"Skip to end of metadata Page restrictions apply Attachments:1 Added by Editor Portal Minero, last edited by Editor Portal Minero on ene 25,",http://www.portalminero.com/pages/viewpage.action%3FpageId%3D148674764,Portal Minero,conflicto minero,0.4762867391109466
Antofagasta,San Pedro de Atacama,Alza alarmante: Explosivo aumento del 50% en casos de cáncer en Región de Antofagasta estaría vinculado a efectos de la minería,2024-04-02,Varios alertas durante este primer trimestre del 2024 han dado cuenta del enorme aumento de casos de cáncer en diferentes zonas de la Región,https://www.elciudadano.com/actualidad/alza-alarmante-explosivo-aumento-del-50-en-casos-de-cancer-en-region-de-antofagasta-estaria-vinculado-a-efectos-de-la-mineria/04/02/,elciudadano.com,conflicto minero,0.5184956789016724
Antofagasta,San Pedro de Atacama,"Convencionales ante comunidades lickanantay: cómo la nueva Constitución resolverá conflictos sobre agua, minería y territorio",2022-05-20,"En el marco de la visita de la Convención a la Región de Antofagasta, una delegación de convencionales realizó una jornada de conversatorios",https://interferencia.cl/articulos/convencionales-ante-comunidades-lickanantay-como-la-nueva-constitucion-resolvera,Interferencia |,conflicto minero,0.5800127983093262
Antofagasta,San Pedro de Atacama,SMA sancionó a Minera Escondida por $6.600 millones tras daño ambiental,2022-07-15,"Luego de la tramitación del procedimiento sancionatorio, la Superintendencia del Medio Ambiente acreditó el cargo formulado a la minera,",https://portal.sma.gob.cl/index.php/sma-sanciono-a-minera-escondida-por-6-600-millones-tras-dano-ambiental/,Superintendencia Del Medio Ambiente – Gobierno de Chile,conflicto minero,0.6100411415100098
Antofagasta,San Pedro de Atacama,La desprotección de los salares de San Pedro de Atacama: las concesiones mineras que amenazan su conservación,2023-11-14,"A partir de la anunciada Estrategia Nacional del Litio, el Estado chileno se comprometió a establecer una Red de Salares Protegidos.hace 12 meses",https://www.terram.cl/la-desproteccion-de-los-salares-de-san-pedro-de-atacama-las-concesiones-mineras-que-amenazan-su-conservacion/,Fundación Terram,conflicto minero,0.8179366588592529
Antofagasta,San Pedro de Atacama,El desastre de Antofagasta Minerals,2020-05-19,"Antofagasta Minerals, es una de las diez empresas mineras de extracción de cobre más grande en el mundo, que cotiza sus acciones en el Reino",https://radio.uchile.cl/2020/05/19/el-desastre-de-antofagasta-minerals/,Radio Universidad de Chile,conflicto minero,0.9333149790763856
Antofagasta,San Pedro de Atacama,Salar de Atacama: Las consecuencias de la explotación del depósito salino más grande del país,2023-01-05,"Un daño ambiental acumulativo e irreparable para nuestros ecosistemas, determinó una demanda de reparación interpuesta por el Consejo de",https://www.futuro360.com/desafiotierra/salar-en-chile-explotacion-litio_20220729/,#FUTURO360,conflicto minero,0.8796319365501404
Antofagasta,San Pedro de Atacama,"La silenciosa devastación de los cactus en Antofagasta: denuncias, casos sin resolver y una costosa deuda ambiental",2020-09-24,"Si bien los cactus son de crítica relevancia para ecosistemas como el desierto de Atacama, están bajo constante amenaza.hace 49 meses",https://laderasur.com/articulo/la-silenciosa-devastacion-de-los-cactus-en-antofagasta-denuncias-casos-sin-resolver-y-una-costosa-deuda-ambiental/,Ladera Sur,conflicto minero,0.7377139329910278
Antofagasta,San Pedro de Atacama,"TRAGEDIA. Según datos del Minsal, en la Región de Antofagasta en 2021 se reportaron 2.211 atenciones de urgencia por mordeduras de perros. Esta cifra aumentó a 2.341 el año pasado.",2023-10-17,"Ataque de jauría en San Pedro de Atacama evidencia descontrol en tenencia de perros. TRAGEDIA. Según datos del Minsal, en la Región de",https://www.mercurioantofagasta.cl/impresa/2023/10/17/full/cuerpo-principal/2/,El Mercurio de Antofagasta,conflicto minero,0.6236773729324341
